id,name,gpa,race,absence_rate,risk,income,lat,lng,grade_0,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,grade_14,grade_15,grade_16,grade_17,grade_18,grade_19,grade_20,grade_21,grade_22,grade_23,grade_24,grade_25,grade_26,grade_27
700237,Shawn Johnson,3.136072123035714,White,47,30.309508376984127,81297,33.974793758457864,-109.29914527894199,3.294185713,3.475723544,2.346513185,2.920404706,3.677518076,3.83236506,3.271982396,3.12421756,3.481898575,3.728002888,3.45294124,4.010208338,2.792288064,3.096202909,2.960446918,3.645945276,3.174608396,2.831952786,2.95338391,2.509246564,2.940777068,2.761452694,3.05934788,2.903141662,2.939881363,3.516471209,2.392609827,2.716301638
700238,Eric Ward,2.6893087190357146,Hispanic,90,40.23758402142856,9699,35.354143864323945,-111.26311589529243,2.784278027,2.773309451,2.474299195,2.804313649,2.173718996,2.277312765,2.124284178,2.577409054,3.141559445,3.383318814,2.898951699,2.962891472,3.441049676,3.330918429,2.954014518,2.499242685,1.517320555,1.638124279,2.540078896,2.657952997,3.082391502,2.380056265,2.677844589,2.181498243,3.891618189,2.979729723,2.724617933,2.428538909
700239,Nicholas Jackson,3.6309773212500005,South Asian,92,19.311615083333322,221513,35.678772431476155,-111.45117051800344,4.15370433,3.939655726,4.059030797,3.715045038,4.002984132,3.789617732,3.69602612,4.257822811,4.3385217,3.18916945,3.802623918,3.963086771,3.529787957,3.871400221,4.275035907,3.503448362,3.615398395,3.801232657,3.55480649,3.324542501,3.211579902,3.346965457,3.318656302,3.094408653,3.708788491,3.279574837,2.558828516,2.765621822
700240,Dwayne Krueger,2.3319835614285718,White,60,48.17814307936508,256833,35.76131841994321,-111.09017030097999,2.851480765,2.980916614,2.748364379,2.571127614,2.013671354,2.510892414,2.258203968,1.696004405,2.556851216,3.024609632,2.743108422,2.907897934,2.937443304,2.757160161,2.352440072,2.064212036,2.066727071,1.949503186,1.974702803,1.622958301,1.929937582,1.835087695,1.951044818,1.880159194,2.081198702,1.906866389,2.182996698,2.939972991
700241,Belinda Reyes,4.133145491964286,White,71,8.15232240079365,98823,34.840794738787736,-109.67674925967306,3.882927174,4.020397907,3.306810971,3.811506732,4.07349065,3.695321313,3.404001965,3.663101163,4.264350053,4.501958592,4.487735577,5.053293045,4.105129292,4.109189662,4.088544123,4.106966635,3.62984394,3.663869052,4.083656807,4.522831324,4.706319889,4.993698495,3.644863978,3.938362638,4.897406134,4.350587002,4.100635197,4.621274465
700242,Jeff Ferguson,2.751134925964286,Black,53,38.86366831190475,295429,35.563494315559744,-112.20741369222894,2.954033717,3.028683697,3.451558775,3.130463013,2.887954091,3.117684654,3.013840876,3.041638999,2.674120137,2.514434928,2.582099817,3.040049388,2.996111534,2.841001154,2.686856518,2.978344836,2.570397163,2.642597741,2.699480494,2.639658167,2.803955434,2.910074422,2.560410783,2.434725189,1.861124585,1.961079214,2.960643283,2.048755318
700243,Natalie Anderson,4.137018320750001,South Asian,96,8.066259538888858,431426,35.41105263720688,-110.73014021757803,4.164604412,4.678649091,3.93354438,3.913445536,4.078162411,3.965174934,3.861113062,3.738219482,3.584346002,3.843653269,3.685586022,4.19774745,4.507669239,4.152921095,4.401660311,4.530948354,4.228765395,3.112928087,4.85034799,4.530236657,4.377961414,4.416898699,4.652622526,4.157698533,3.962056879,4.289415139,4.147924489,3.872212123
700244,Brian Crawford,2.959819224571429,Hispanic,3,34.22623945396825,355389,35.980530800406626,-111.08692883415613,3.241308849,2.990101022,3.148099046,3.509477985,3.397533323,3.085976981,3.164028257,3.164340994,3.42492985,2.804226326,3.336070169,2.87733536,2.217232731,2.393449463,2.123111112,2.669031879,2.412269248,2.077239571,2.636705884,3.236714767,2.994614983,3.449966396,3.206031465,3.188898334,2.644790168,3.277166577,3.463043658,2.74124389
700245,Scott Brown,1.801579009107143,White,25,59.964910908730154,113211,33.727192842513986,-110.72714546572878,2.311802103,2.41153806,2.172595406,2.626348707,2.470909035,2.097367269,2.471535213,2.128048264,2.00611205,1.854803926,1.7953506,1.443511282,1.712615534,1.284003702,1.395201218,1.421301241,2.021033739,1.258035549,1.210335609,1.115241182,2.386071417,1.196979545,1.554204327,1.387095,1.745635166,1.23949433,2.022257844,1.704784937
700246,Casey Cochran,3.691589258464286,Black,85,17.964683145238098,141515,35.31928175848781,-112.34600947302697,4.06869262,3.826772823,3.917779674,4.163895386,3.310964958,3.776135525,3.543392525,3.74468224,3.76033943,3.231623099,3.660718213,3.650923959,3.778568097,3.762460117,3.494408672,4.081109897,3.873940226,4.210409207,3.841035162,4.168428699,2.965062282,3.344680245,3.702060979,3.640370623,3.315782844,3.580478602,3.536051318,3.413731815
700247,Joann Carrillo,2.9686600128571423,Black,36,34.0297774920635,217089,35.04379887579102,-109.95171123452563,3.494804633,2.766972491,3.436730222,3.172500002,3.834961872,3.765281297,3.380586384,3.112351317,3.577385189,3.112032788,3.525204204,2.814427878,2.654882149,2.382311299,2.260210404,3.272353948,2.385745971,2.655005138,2.668578581,2.446977159,3.159476375,2.092659863,2.833247706,2.803749419,3.026341624,2.519819378,3.239188894,2.728694175
700248,Kimberly Nguyen,2.182390403535714,South Asian,81,51.50243547698413,476269,35.81022966884876,-110.60077201313675,2.319147936,2.257190454,2.406795801,1.934746149,2.273851616,2.307249664,2.967496686,2.874675,1.7818338,2.216385253,1.892891152,2.21542774,1.284853593,0.878962418,2.178277743,1.670011468,2.402494559,2.66673281,2.613897518,2.887102885,2.742351486,2.687062544,2.23350844,2.648798605,2.084080728,1.819110496,1.121249406,1.740745349
700249,Dennis Fowler,2.7983074734999995,White,54,37.815389477777785,142866,35.78392751145155,-109.3887973946386,3.308046094,3.254282427,3.21142774,3.506571383,2.546197353,3.250380918,3.202645548,2.70897545,2.787333686,2.592236827,2.147773549,1.759776476,3.062787175,2.734616453,2.632066082,2.564753862,2.3845045,2.243548104,2.504299578,2.7682825,2.045319302,2.079608807,2.41926583,3.098928973,3.779791322,3.058689355,3.377578101,3.322921863
700250,David Trujillo,3.988806226357142,South Asian,47,11.359861636507958,135253,35.40026113116267,-111.53192651304447,4.104579783,3.751497706,3.964176425,3.65883622,3.725357765,3.976848337,4.40208075,4.214939623,4.417095947,4.209836309,4.194535712,3.736602743,3.976743086,4.205702302,4.14824758,3.724348311,4.625046664,4.378256602,4.070670996,4.133875327,4.101444749,3.560188708,3.353908174,3.552191264,3.689103707,3.167543011,4.18089859,4.462017947
700251,Jessica Lee,3.3441888885714284,South Asian,20,25.684691365079374,145608,34.5797757521561,-110.66723042114216,3.452788713,3.485442037,4.063117717,3.573506561,3.493709946,3.216070042,3.506103775,3.460705474,4.226176632,4.03956264,4.247791658,3.81011441,3.065538353,3.182578761,2.947144298,3.275954605,2.700321045,2.899698654,3.015708062,3.380197861,3.32836636,2.404344838,3.527820089,2.650629847,3.486139778,2.902910839,3.175707489,3.119138396
700252,Mindy Schultz,2.6963045006071433,Hispanic,40,40.082122208730155,362887,35.83379638807179,-110.18272101632036,2.492628912,2.6513848,2.887689404,2.655247135,3.028787726,2.630982151,2.46344697,2.435299593,1.998734996,2.178081411,2.062822832,2.476298229,2.844205007,2.603589581,2.622922774,2.803354799,3.153196105,3.259043033,2.927214729,3.195815403,3.271545969,2.791974062,2.652043734,3.044023944,2.820418044,2.585807242,2.02929672,2.930670712
700253,Colleen Wade MD,3.4444174790000006,South Asian,8,23.45738935555555,348301,35.25347628822549,-111.78897897279705,3.744841162,2.86108556,3.133587445,3.203682036,3.614472709,2.996748637,3.406089534,3.964110118,4.822749983,4.063886478,4.377075742,3.362909926,3.644445733,3.621769667,3.621093149,2.883861945,3.64291383,2.588918634,3.269236002,2.845071343,2.935141061,2.691831891,3.385523483,3.22123844,4.13108775,3.944272228,3.666714412,2.799330514
700254,Donald Foster,2.7989714340357144,Hispanic,25,37.80063479920634,294550,34.43581368148737,-109.98812741174623,2.323873644,2.145430591,2.668746936,2.922277526,2.677819311,2.29843742,2.430492375,2.961737389,3.260237111,2.779916825,2.84351292,2.636043583,3.535848748,3.138374909,2.979779561,3.073457895,2.014885567,2.579422356,2.442860712,3.229123342,3.01441247,3.423514569,3.071845977,3.204547929,2.827001689,3.203019912,2.674926386,2.0096525
700255,Stephen Johnson,2.9813506331071418,Hispanic,91,33.74776370873019,283862,35.41620030052975,-109.6813173707333,3.229677645,3.046076369,3.870507447,3.1172919,3.1153531,2.133301974,2.943519829,2.415501084,2.257997339,2.472904296,2.563808322,2.925980556,2.397182646,3.168402199,3.55499578,3.849747012,3.51195468,3.586386947,3.40529616,2.532926781,2.694720784,2.998525997,3.03831982,2.873184098,3.452682297,3.491262341,2.391055297,2.439255027
700256,Michael Cox,4.166299624821429,Black,66,7.415563892857136,306876,34.21019582886019,-109.79670122601422,4.421667701,3.892291941,4.008982484,3.889710987,4.128325784,4.278646446,3.993329608,4.242098372,4.58301315,4.276171338,4.91443189,4.490574046,3.275970079,3.043675184,3.465392312,3.989593154,3.990128293,4.603636972,3.793609895,4.46538819,3.335908773,3.860812788,4.398504756,4.544612999,4.528397576,4.453621215,4.544540374,5.243353188
700257,Jaime Meadows,4.138776016785714,White,13,8.027199626984128,208246,33.99921806967411,-112.38309313197406,3.759103737,3.653366818,3.682096667,3.474757758,3.753654822,4.380865092,3.875579991,3.970201594,3.84699179,3.683314387,4.024818338,4.013587779,4.100461272,4.705963229,3.568147139,4.236197784,3.39831518,3.618676938,4.47857536,4.905149038,4.553449316,4.786911847,4.721375998,4.22627263,4.808210241,4.932373607,4.887245671,3.840064447
700258,Rodney Perez,2.959675008821429,South Asian,5,34.22944424841269,217946,35.74412309259728,-112.24223887022389,2.147865332,2.34890478,2.548676433,2.78713033,3.159155361,2.805818906,2.299632495,2.741413668,2.598409918,2.738460053,3.539843809,2.800823588,3.49937675,3.543860826,3.482786057,3.944974454,3.388968068,3.594037054,3.037849885,3.237260515,2.947565793,2.932515609,2.768842225,3.00934298,3.135969618,2.529197902,2.38037359,2.921844248
700259,Daniel Cole,2.7269739250357143,East Asian,55,39.4005794436508,102937,35.75775133221867,-111.93118714125355,2.738288128,2.348431477,2.811395164,2.811246393,2.42073035,2.210055471,2.143826837,2.434850326,2.245533147,2.321884735,2.397355297,2.652497282,2.605595826,3.00006343,3.451307642,2.784309919,3.209963608,2.699897355,3.54244247,3.263402695,3.209890471,3.857821634,3.189736296,2.853306633,3.190307603,2.057347438,2.16862586,1.735156414
700260,John Robinson,4.2634561009642855,Black,44,5.256531089682554,12803,34.88870965711259,-109.55436951294159,3.826294181,3.860768288,3.948190715,3.957124365,3.961708887,4.074601771,4.093204915,4.193259113,3.799782021,4.199354846,4.557214202,4.624582719,4.704884476,4.293856363,4.43391684,3.486304295,4.936120825,4.780897501,4.660868977,5.204770958,4.628734738,4.552858784,3.547869076,3.964260442,4.190271964,4.286773284,4.162731786,4.445564495
700261,Michael Mills,3.6179383295,White,87,19.601370455555553,76815,33.77995742837986,-110.60972488765148,3.822234368,3.604413358,3.727368479,4.027668636,2.994922475,3.548471328,3.395681563,3.585478699,3.889300696,4.443864681,4.211898762,4.253795302,3.765823195,3.717193047,4.265397572,4.245341611,3.359742723,3.73289165,3.275976077,3.561856287,3.029364522,3.041407175,4.019446865,3.838447543,3.448740567,2.89647803,2.529326328,3.069741687
700262,Margaret Dalton,1.6524555833928571,Hispanic,78,63.27876481349206,194932,36.46952911396801,-111.96065988308911,3.019084734,2.778933625,2.581331844,2.958472437,2.824016192,2.423219635,2.375723278,2.561239367,2.517770479,2.221531298,2.209361894,1.753142262,1.075006781,0.839859031,1.829539296,1.50694309,1.033006699,1.251082208,1.190155788,1.130535137,1.248549492,0.192732754,0.319602878,0.696254229,0.660001422,0.741897041,1.171938837,1.157824607
700263,Mary Obrien,2.3522257536071427,Black,8,47.72831658650794,179791,35.042163452485205,-110.52332551532155,2.856055142,2.613243167,1.959153514,2.265771731,2.492267721,1.646923147,2.132300446,1.93703411,2.367147072,2.326535633,2.421898067,2.40937945,2.450285628,2.017475738,1.92165479,2.231540942,2.371983242,2.330001285,2.39921604,2.25499991,2.556811008,2.89005021,2.701521274,2.628612796,2.103791244,2.655295484,2.9114728,2.00989951
700264,John Erickson,3.1939573649285715,White,25,29.02316966825397,291485,36.0913606172207,-111.43020350992624,3.191106386,3.064669184,3.151679521,3.43519721,3.536177804,3.16842245,3.636273303,3.677132354,4.100003108,4.176832049,3.558709777,3.587756853,4.080956102,3.985747107,3.291448289,2.901856259,2.643652984,2.71722995,2.612796361,2.56114722,2.782363768,2.798981889,2.481578643,2.42583199,2.606755812,3.297027098,3.192602701,2.766870046
700265,Joe Thomas,2.214636230892857,East Asian,63,50.7858615357143,35621,36.39240237909851,-111.18186464668184,2.583446625,2.059874698,1.987037997,2.177974927,2.206407832,2.509450374,2.343014226,2.393755717,2.79698656,2.962833023,2.957898458,2.685187759,1.670822818,1.478772679,1.577750728,1.803483433,2.408456063,2.006920638,1.28663781,2.126158418,1.913967748,2.126595482,2.32850083,1.365381158,2.577442547,2.582784569,2.872599718,2.21967163
700266,Mary Johnson,3.049904449178572,Hispanic,62,32.224345573809515,187946,36.40778034789221,-111.14055940790574,2.205387768,2.58026251,2.50239359,2.704249861,2.923068706,2.523510198,2.699293162,3.169247018,3.103248029,2.736244036,3.005804607,3.123624787,3.169015113,2.939059181,3.689095156,3.398393275,3.994621633,3.886611951,3.553790622,3.328154819,3.171976407,3.155449868,2.792889827,3.087635575,3.418408932,2.998410183,3.069867561,2.467610202
700267,John Perkins,2.6657481830357144,Hispanic,61,40.76115148809524,88254,35.935320844644714,-112.09198624574938,2.933714896,2.86403978,2.846679885,2.55801561,3.050608503,2.974775867,3.264917125,2.283795958,2.558092191,2.758785344,2.376672523,2.694391076,2.192859867,2.049144162,2.476210381,2.640194143,2.033646532,2.569094378,2.722675718,2.814213022,3.513825214,2.622330538,2.656178423,2.771038577,3.229125186,2.515918081,2.093789273,2.576216872
700268,Ryan Baker,2.767762853392856,South Asian,28,38.494158813492085,124482,35.98761310500261,-109.52512113255304,2.847803237,2.92787765,2.862618012,2.795810608,2.62172789,2.547639535,2.632412215,2.43896862,2.246042389,2.686805644,2.845903973,2.519996306,3.196610196,2.609364378,3.401157867,2.803910364,1.819974073,2.1081343,2.974265981,3.217392995,2.392635536,2.272305796,2.901276718,3.165247529,2.247712704,2.714417851,3.963920444,3.735427084
700269,John Lyons,3.9186082507500006,East Asian,67,12.919816649999987,478431,33.95096843050808,-109.72725558493543,3.745207726,3.385053386,3.081658295,3.353824811,4.116508655,4.087240917,3.810072495,3.846457529,3.646653799,3.969363829,3.729189169,3.773251433,4.137224962,3.685476508,3.21655582,3.825593613,3.910424546,4.91076258,4.74510268,4.632832647,4.437874333,3.701804933,3.909668472,3.163985098,3.842813422,4.547280876,4.268864708,4.240283779
700270,Lisa Bailey,3.859014983071429,South Asian,86,14.24411148730158,31961,34.48150337115836,-110.63714320745446,4.066776003,4.337572302,3.401141857,4.127869275,2.973228816,3.330222353,4.295409616,3.660588473,4.006189813,3.897507001,3.962422606,3.917416516,4.691201502,3.840628874,4.21857101,4.578601571,3.771018212,3.883786302,4.51563338,4.097931188,3.675560739,4.059044294,3.483876047,3.408758819,3.162851941,4.040286708,3.523373995,3.124950313
700271,Richard Miller,3.093356668928572,Hispanic,16,31.258740690476174,329640,34.221959890808044,-110.9173594206754,2.487786873,2.860586864,3.196589392,3.109347609,3.098595174,3.016835184,3.375601739,3.348494392,2.555109045,2.766809022,2.942151035,3.704435642,2.705536275,3.654449162,3.378653686,3.513651678,2.519713736,2.491351679,2.648657049,2.969544329,3.291758303,3.632200321,4.03531312,3.202684616,3.192563275,3.251122249,2.894833919,2.769611362
700272,Erik Harrison,3.0542676880357145,East Asian,80,32.12738471031746,325459,34.82102377983832,-111.76008484308225,2.895316836,2.985270248,2.646481261,2.729950309,3.082932382,3.141962126,2.739940895,3.118646668,2.531667746,2.944662359,3.357155873,3.612468643,3.681964202,3.052427954,3.797262817,3.42495017,3.593622183,3.086450785,3.573726687,3.068905956,2.305479627,2.084553805,2.947281421,2.475112037,3.578268828,3.005508802,2.9775437,3.079980945
700273,Samantha Bautista,1.499093364571429,White,25,66.6868141206349,415422,35.36333557821919,-110.7504013875521,1.397329715,1.462160562,1.721693013,1.84508883,1.458808115,1.3681694,1.133961915,1.363675267,1.838775663,1.695241209,1.289816606,1.433604112,1.839059244,1.900680713,2.165831052,1.745418636,1.443211184,1.09858177,1.443725052,1.566651527,1.640488657,1.736172685,1.865758894,1.450973236,1.367270521,0.700798355,0.876537241,1.125131034
700274,David Walter,2.5400424162500004,Hispanic,12,43.554612972222216,247133,35.07817674292132,-109.21710452906993,2.345390117,2.131024094,2.315316364,1.933016913,1.665637707,2.537077505,2.610734447,3.034745755,3.18792736,2.754264741,2.621104562,2.784312319,1.6939336,2.141520355,2.198880918,1.870168642,3.138750376,2.862564616,1.68539544,2.640431358,2.568387789,2.503993564,2.654359441,2.761998886,3.057656233,2.792980775,3.290342808,3.33927097
700275,Joshua Randall,2.641743047571428,East Asian,60,41.29459894285715,55129,34.86873486496532,-109.4678517116254,2.95723625,3.092484704,3.200896423,3.278754952,3.263395352,3.139189125,3.004645957,2.862842108,2.901045653,3.034827161,2.920674598,2.58866766,2.263977465,2.271929834,2.604351657,3.033799331,2.327962873,2.914205625,2.71280853,2.668615604,3.005862572,2.670368144,2.494512723,2.413768392,1.761879875,1.366530817,1.680155867,1.53341608
